,Issuer Name,Insured Bonds,State Code,Mod Dur (Mid),Iss Spd Wst,Issue Date,Cpn,Maturity,Mty Size,Yield at Issue,YTW Sprd to Mty at Iss,MSRB Volume,BBG Composite,LQA Score,County,USPS,NAME,INTPTLAT,INTPTLONG                                                                                                               
142,Trinity River Authority Central Regional Wastewater System Revenue,N,TX,4.558746556,31.26343548,5/1/2017,4,8/1/2027,8770000,2.51,31.26343548,10000,AAA,67,Tarrant,TX,Tarrant,32.772119,-97.291224
143,Yorba Linda Water District,N,CA,2.902716746,5.20277691,5/11/2017,5,10/1/2025,1145000,1.99,5.20277691,25000,AA+,60,Orange,CA,Orange,33.675687,-117.777207
144,County of Union NC Enterprise System Revenue,N,NC,4.401495687,14.0956168,8/30/2017,4,6/1/2027,2415000,1.96,14.0956168,120000,AA,51,Union,NC,Union,34.99182,-80.530426
145,City of Salt Lake City UT Public Utilities Revenue,N,UT,2.363275347,16.23886928,4/5/2017,5,2/1/2025,3190000,2.18,16.23886928,10000,AA+,83,#N/A Field Not Applicable,UT,Salt Lake County,40.667883,-111.92424
146,District of Columbia Water & Sewer Authority,N,DC,3.738253192,16.72366588,2/23/2017,5,10/1/2026,5535000,2.46,16.72366588,20000,AA+,77,District of Columbia,DC,District of Columbia,38.904247,-77.016517
147,Fort Bend County Municipal Utility District No 128,Y,TX,0.080450186,37.87119726,11/1/2017,2,9/1/2022,750000,1.75,37.87119726,20000,AA-,92,Fort Bend,TX,Fort Bend,29.526602,-95.771015
148,Colton Utility Authority,Y,CA,3.243234411,6.831124136,12/13/2017,5,3/1/2026,435000,2.17,,30000,,77,San Bernardino,CA,San Bernardino,34.856661,-116.181571
149,State of Connecticut Clean Water Fund - State Revolving Fund,N,CT,2.55480162,12.43998767,6/15/2017,5,5/1/2025,9750000,1.74,12.43998767,15000,AAA,68,Hartford,CT,Hartford,41.806053,-72.732916
150,Fort Bend County Municipal Utility District No 25,Y,TX,2.070672857,37.17025614,2/1/2017,3,10/1/2024,245000,2.3,37.17025614,,A+,76,Fort Bend,TX,Fort Bend,29.526602,-95.771015
151,Illinois Finance Authority,N,IL,3.990905865,34.93810747,9/12/2017,5,1/1/2027,17205000,2.11,34.93810747,25000,AAA,70,Cook,IL,Cook,41.894294,-87.645455
152,Paseo Del Este Municipal Utility District No 3,N,TX,3.73279214,101.9956986,10/1/2017,3,8/15/2026,200000,2.9,101.9956986,,,36,#N/A Field Not Applicable,TX,El Paso County,31.76648,-106.241423
153,Washington Suburban Sanitary Commission,N,MD,4.359327178,6.318972603,11/9/2017,5,6/15/2027,11650000,2.03,6.318972603,45000,AAA,73,Prince George's,MD,Prince George's,38.829278,-76.848188
154,South Dakota Conservancy District,N,SD,1.909296218,2.026493564,8/23/2017,5,8/1/2024,4190000,1.53,2.026493564,50000,AAA,76,Hughes,SD,Hughes,44.384452,-99.975684
155,East Bay Municipal Utility District Water System Revenue,N,CA,4.317859292,-1.140005092,6/22/2017,5,6/1/2027,12745000,1.82,-1.140005092,15000,AA+,55,San Mateo,CA,San Mateo,37.414672,-122.371546
156,Village of McFarland WI,N,WI,2.260864308,19.28008784,7/20/2017,2,12/1/2024,550000,1.9,19.28008784,,,64,Dane,WI,Dane,43.067468,-89.417852
157,City of McKinney TX Waterworks & Sewer System Revenue,N,TX,2.425809663,21.54286693,8/1/2017,5,3/15/2025,2760000,1.81,21.54286693,90000,AA+,82,Collin,TX,Collin,33.194494,-96.579428
158,Village of Naplate IL,N,IL,1.2859133,140.2133033,4/11/2017,4.75,12/1/2023,11000,3.2,140.2133033,,,84,La Salle,IL,LaSalle County,41.343341,-88.885931
159,City of Sachse TX,N,TX,0.521774459,11.05590656,6/15/2017,4,2/15/2023,405000,1.4,11.05590656,100000,AA,90,Dallas,TX,Dallas,32.766987,-96.778424
160,Village of Richton Park IL,Y,IL,3.093807077,132.3211464,9/28/2017,4,12/1/2025,260000,3,132.3211464,225000,,69,Cook,IL,Cook,41.894294,-87.645455
161,Texas Water Development Board,N,TX,4.188481775,19.3380274,10/12/2017,5,4/15/2027,22305000,2.06,19.3380274,35000,AAA,74,Travis,TX,Travis,30.239513,-97.69127
162,Trinity River Authority Central Regional Wastewater System Revenue,N,TX,4.471961642,20.26343548,5/1/2017,5,8/1/2027,13250000,2.4,20.26343548,15000,AAA,70,Tarrant,TX,Tarrant,32.772119,-97.291224
163,City of Topeka KS Combined Utility Revenue,N,KS,0.005557139,12.07005955,9/5/2017,5,8/1/2022,400000,1.25,12.07005955,25000,,96,Shawnee,KS,Shawnee,39.041805,-95.755664
164,Board of Water Commissioners City & County of Denver/The,N,CO,2.864534718,2.579096669,5/23/2017,5,9/15/2025,2885000,1.94,2.579096669,,AAA,83,Denver,CO,Denver,39.76185,-104.881105
165,City of Seguin TX Utility System Revenue,Y,TX,3.31181677,15.42663524,2/1/2017,3,2/1/2026,435000,2.4,15.42663524,20000,A+,59,Henderson,TX,Henderson,32.211633,-95.853418
166,City of Bloomington IN Waterworks Revenue,Y,IN,4.117907716,46.60305317,7/25/2017,3,1/1/2027,105000,2.45,46.60305317,,,47,Monroe,IN,Monroe,39.160729,-86.52331
167,County of Clark NV,N,NV,2.805156725,9.680040615,7/11/2017,5,8/1/2025,605000,1.75,9.680040615,70000,AA+,64,Clark,NV,Clark,36.21413,-115.014398
168,Milwaukee Metropolitan Sewerage District,N,WI,2.030586908,5.558176544,6/12/2017,5,10/1/2024,3165000,1.68,5.558176544,20000,AA+,85,Milwaukee,WI,Milwaukee,42.912643,-87.862312
169,City of Menomonie WI,Y,WI,2.070700307,22.56418019,5/24/2017,3,10/1/2024,180000,2,22.56418019,20000,,72,Dunn,WI,Dunn,44.947751,-91.897645
170,Iowa Finance Authority,N,IA,2.804115066,13.01950411,12/14/2017,5,8/1/2025,19240000,2.08,13.01950411,150000,AAA,81,Polk,IA,Polk,41.684816,-93.568971
171,City of Mesa AZ Utility System Revenue,N,AZ,0.895364186,11.02914823,5/24/2017,5,7/1/2023,2400000,1.71,11.02914823,160000,AA-,95,Maricopa,AZ,Maricopa,33.345176,-112.49893
172,City of Kansas City MO Water Revenue,N,MO,3.907154101,7.668535132,2/24/2017,5,12/1/2026,2555000,2.33,7.668535132,35000,AA,73,Jackson,MO,Jackson,39.005364,-94.343211
173,New York State Environmental Facilities Corp,N,NY,0.521861061,-0.01269863,11/9/2017,5,2/15/2023,1730000,1.39,-0.01269863,210000,AAA,98,Albany,NY,Albany,42.58824,-73.97401
174,Trinity River Authority Central Regional Wastewater System Revenue,N,TX,2.805464989,14.19395477,5/1/2017,5,8/1/2025,6035000,2.08,14.19395477,10000,AAA,79,Tarrant,TX,Tarrant,32.772119,-97.291224
175,Albuquerque Bernalillo County Water Utility Authority,N,NM,3.56888803,26.21615737,3/1/2017,5,7/1/2026,5685000,2.53,26.21615737,5000,AA,75,Bernalillo,NM,Bernalillo,35.053628,-106.66908
176,State of Arkansas,N,AR,1.850454573,27.50903561,6/8/2017,2.35,7/1/2024,2055000,2.35,27.50903561,,AA,74,Pulaski,AR,Pulaski,34.770311,-92.312996
177,Harris County Municipal Utility District No 495,Y,TX,1.945282892,70.25177901,5/1/2017,5,9/1/2024,145000,2.6,70.25177901,,,82,#N/A Field Not Applicable,TX,Harris County,29.857273,-95.393037
178,Board of Water Light & Sinking Fund Commissioners of The City of Dalton/The,N,GA,1.497479112,32.14719178,11/21/2017,5,3/1/2024,2575000,1.92,32.14719178,,A-,76,Whitfield,GA,Whitfield,34.801726,-84.968541
179,New York State Environmental Facilities Corp,N,NY,0.852460043,6.318870504,4/13/2017,5,6/15/2023,20865000,1.92,6.318870504,65000,AAA,95,Albany,NY,Albany,42.58824,-73.97401
180,New York State Environmental Facilities Corp,N,NY,1.786787067,-0.038778082,12/14/2017,5,6/15/2024,6880000,1.88,-0.038778082,50000,AAA,87,Albany,NY,Albany,42.58824,-73.97401
181,City of North Las Vegas NV,N,NV,0.328291009,204.7298685,12/6/2017,3.25,12/1/2022,615000,3.58,204.7298685,,,96,Clark,NV,Clark,36.21413,-115.014398
182,Town of West Newbury MA,N,MA,0.119332549,8.741655633,9/28/2017,5,9/15/2022,35000,1.25,8.741655633,,,96,Essex,MA,Essex,42.642708,-70.864909
183,City of Wauwatosa WI Waterworks System Revenue,N,WI,0.412083206,26.97946849,11/3/2017,3,1/1/2023,125000,1.65,26.97946849,100000,,92,Milwaukee,WI,Milwaukee,42.912643,-87.862312
184,Trinity River Authority,N,TX,2.362369159,17.73116092,7/1/2017,5,2/1/2025,840000,1.78,17.73116092,20000,,79,Tarrant,TX,Tarrant,32.772119,-97.291224
185,Trinity River Authority Central Regional Wastewater System Revenue,N,TX,0.978650684,7.632274598,5/1/2017,5,8/1/2023,5475000,1.69,7.632274598,40000,AAA,97,Tarrant,TX,Tarrant,32.772119,-97.291224
186,State of Rhode Island,N,RI,1.664640559,20.22851886,5/9/2017,5,5/1/2024,3790000,1.89,20.22851886,10000,AA,81,Providence,RI,Providence,41.869768,-71.578625
187,City of Washington Terrace UT Water Sewer Storm Water & Refuse Revenue,N,UT,1.759547185,7.750447582,1/26/2017,4,6/1/2024,205000,2,7.750447582,,,86,Weber,UT,Weber,41.270325,-111.876883
188,County of Santa Fe NM,N,NM,0.896683866,7.309902773,9/12/2017,5,7/1/2023,1910000,1.37,7.309902773,,,96,Santa Fe,NM,Santa Fe,35.514531,-105.963972
189,City of Bessemer AL Water Revenue,Y,AL,3.98461016,71.88512329,12/28/2017,5,1/1/2027,690000,2.72,71.88512329,100000,,68,Jefferson,AL,Jefferson,33.553444,-86.896536
190,City of Beaumont TX Waterworks & Sewer System Revenue,Y,TX,0.080459849,38.63604724,5/1/2017,5,9/1/2022,680000,1.85,38.63604724,40000,AA-,95,Jefferson,TX,Jefferson,29.854,-94.149331
191,City of Burnsville MN,N,MN,1.344879537,0.48800274,11/15/2017,4,12/20/2023,890000,1.51,0.48800274,75000,,88,Dakota,MN,Dakota,44.670893,-93.062481
192,Board of Water Commissioners City & County of Denver/The,N,CO,2.031847993,6.324373064,5/23/2017,3,9/15/2024,2750000,1.82,6.324373064,,AAA,83,Denver,CO,Denver,39.76185,-104.881105
193,City of Olathe KS Water & Sewer System Revenue,N,KS,2.750947958,22.12301244,4/4/2017,4,7/1/2025,575000,2.4,22.12301244,,,66,Johnson,KS,Johnson,38.883907,-94.82233
194,Town of Plymouth MA,N,MA,2.558310777,21.02285081,5/4/2017,5,5/1/2025,2900000,2.06,21.02285081,400000,AA,80,Plymouth,MA,Plymouth,41.987196,-70.741942
195,Utah Water Finance Agency,N,UT,4.063558807,22.90629094,7/20/2017,5,3/1/2027,3840000,2.08,22.90629094,200000,AA,68,Salt Lake,UT,Salt Lake,40.667883,-111.92424
196,City of Savage MN,N,MN,0.494507259,26.60027509,7/12/2017,3,2/1/2023,720000,1.55,26.60027509,30000,,89,Scott,MN,Scott,44.651805,-93.533731
197,City of Danville KY,N,KY,0.005555221,18.64257253,9/28/2017,5,8/1/2022,355000,1.3,18.64257253,,,97,Boyle,KY,Boyle,37.618104,-84.868352
198,City of Conroe TX,N,TX,1.241638721,23.92717902,9/1/2017,5,11/15/2023,860000,1.56,23.92717902,50000,AA+,83,Montgomery,TX,Montgomery,30.298801,-95.50295
199,Kentucky Rural Water Finance Corp,N,KY,2.381557069,81.80291944,7/11/2017,4,2/1/2025,215000,2.4,81.80291944,,,69,Warren,KY,Warren,36.995634,-86.423579
200,City of Johnsonville SC Waterworks & Sewer System Revenue,Y,SC,1.770076761,40.37488642,1/19/2017,3,6/1/2024,190000,2.4,40.37488642,,,84,#N/A Field Not Applicable,SC,Florence County,34.028535,-79.710233
201,Indiana Finance Authority,N,IN,2.364441075,6.776424658,11/1/2017,5,2/1/2025,2440000,1.76,6.776424658,300000,AAA,80,Marion,IN,Marion,39.782976,-86.135794
202,City of New Ulm MN,N,MN,3.197981108,9.301444696,9/5/2017,2,12/1/2025,270000,1.8,9.301444696,,,59,Brown,MN,Brown,44.246541,-94.733647
203,Illinois Finance Authority,N,IL,0.89400966,20.35770415,9/12/2017,5,7/1/2023,16170000,1.47,20.35770415,20000,AAA,93,Cook,IL,Cook,41.894294,-87.645455
204,City of Wichita KS Water & Sewer Utility Revenue,N,KS,1.119044156,17.98559763,6/1/2017,5,10/1/2023,2720000,1.78,17.98559763,45000,,80,Sedgwick,KS,Sedgwick,37.681045,-97.461054
205,Yorba Linda Water District,N,CA,4.542310793,6.169855605,5/11/2017,5,10/1/2027,1265000,2.25,6.169855605,240000,AA+,59,Orange,CA,Orange,33.675687,-117.777207
206,Washington Suburban Sanitary Commission,N,MD,3.537263964,3.989547945,11/9/2017,5,6/15/2026,11095000,1.91,3.989547945,10000,AAA,78,Prince George's,MD,Prince George's,38.829278,-76.848188
207,City of West Bend WI,N,WI,1.523547501,28.23703219,5/11/2017,3,3/1/2024,285000,1.95,28.23703219,,,82,Washington,WI,Washington,43.391156,-88.232917
208,Bessemer Governmental Utility Services Corp,Y,AL,3.489013947,44.86482192,11/9/2017,5,6/1/2026,1905000,2.33,44.86482192,,A+,72,Jefferson,AL,Jefferson,33.553444,-86.896536
209,Town of Clinton MA,N,MA,2.708366231,18.96125871,6/29/2017,4,6/15/2025,240000,1.83,18.96125871,,,74,Worcester,MA,Worcester,42.311693,-71.940282
210,City of Oneonta NY,Y,NY,0.776414551,23.82017394,5/18/2017,2,5/15/2023,245000,1.8,23.82017394,,,86,Otsego,NY,Otsego,42.629776,-75.028841
211,Village of Oregon WI,N,WI,0.568135713,16.0000385,6/8/2017,3,3/1/2023,120000,1.65,16.0000385,50000,,87,Dane,WI,Dane,43.067468,-89.417852
212,Village of Oregon WI,N,WI,1.52430394,14.58598916,6/8/2017,3,3/1/2024,120000,1.8,14.58598916,,,85,Dane,WI,Dane,43.067468,-89.417852
213,Town of Reading MA,N,MA,2.709098929,-4.48777377,6/30/2017,4,6/15/2025,715000,1.6,-4.48777377,,,80,Middlesex,MA,Middlesex,42.481718,-71.394916
214,Padre Dam Municipal Water District,N,CA,3.746288444,8.132288694,6/15/2017,5,10/1/2026,1965000,1.91,8.132288694,25000,AA+,61,San Diego,CA,San Diego,33.023604,-116.776117
215,Scottsdale Municipal Property Corp,N,AZ,4.393488645,13.33036081,5/24/2017,5,7/1/2027,1915000,2.28,13.33036081,50000,AA+,66,Maricopa,AZ,Maricopa,33.345176,-112.49893
216,City of Buda TX,N,TX,4.417066195,20.80840822,12/6/2017,5,8/15/2027,1005000,2.13,20.80840822,30000,,62,Hays,TX,Hays,30.061225,-98.029267
217,Eufaula Water Works & Sewer Board,Y,AL,0.651901029,42.34726249,3/30/2017,3,4/1/2023,315000,2.14,42.34726249,,,97,Barbour,AL,Barbour,31.870253,-85.405104
218,City of Hermiston OR,N,OR,1.524211789,4.121495286,3/30/2017,3,3/1/2024,300000,2.1,4.121495286,,,82,Umatilla,OR,Umatilla,45.5912,-118.73388
219,City of Fort Worth TX Water & Sewer System Revenue,N,TX,1.45511572,10.30984216,5/15/2017,5,2/15/2024,3610000,1.62,10.30984216,75000,AA,92,Tarrant,TX,Tarrant,32.772119,-97.291224
220,Colton Utility Authority,Y,CA,0.56531889,6.040916351,12/13/2017,5,3/1/2023,125000,1.86,,45000,,99,San Bernardino,CA,San Bernardino,34.856661,-116.181571
221,District of Columbia Water & Sewer Authority,N,DC,2.903907555,13.53509184,2/23/2017,5,10/1/2025,5275000,2.32,13.53509184,50000,AA+,82,District of Columbia,DC,District of Columbia,38.904247,-77.016517
222,Fort Bend County Municipal Utility District No 133,Y,TX,0.080490305,75.75575697,7/1/2017,2,9/1/2022,500000,2.05,75.75575697,,A+,99,Fort Bend,TX,Fort Bend,29.526602,-95.771015
223,Iowa Finance Authority,N,IA,4.480411352,16.24379726,12/14/2017,5,8/1/2027,28100000,2.28,16.24379726,50000,AAA,71,Polk,IA,Polk,41.684816,-93.568971
224,Kentucky Rural Water Finance Corp,N,KY,0.494495599,70.67169705,7/11/2017,4,2/1/2023,205000,2,70.67169705,45000,,90,Warren,KY,Warren,36.995634,-86.423579
225,Johnson County Water District No 1,N,KS,2.280981997,6.17209589,11/8/2017,5,1/1/2025,685000,1.75,6.17209589,25000,AAA,83,Johnson,KS,Johnson,38.883907,-94.82233
226,Village of Johnstown OH,Y,OH,0.329462886,27.57858904,11/7/2017,2,12/1/2022,135000,1.64,27.57858904,,A+,91,Licking,OH,Licking,40.091505,-82.483435
227,City of Mesa AZ Utility System Revenue,N,AZ,3.686785148,18.21138506,5/24/2017,3,7/1/2026,2700000,2.25,18.21138506,200000,AA-,62,Maricopa,AZ,Maricopa,33.345176,-112.49893
228,Montgomery County Municipal Utility District No 88,Y,TX,2.007660091,52.21476712,11/1/2017,2,9/1/2024,300000,2.15,52.21476712,,A,69,Montgomery,TX,Montgomery,30.298801,-95.50295
229,City of Kaukauna WI Waterworks System Revenue,Y,WI,0.329285826,36.3441802,10/3/2017,2,12/1/2022,50000,1.6,36.3441802,,,96,Outagamie,WI,Outagamie,44.418226,-88.464988
230,New York State Environmental Facilities Corp,N,NY,0.852453257,2.145589041,12/14/2017,5,6/15/2023,6540000,1.8,2.145589041,30000,AAA,95,Albany,NY,Albany,42.58824,-73.97401
231,Santa Clara Valley Water District,N,CA,2.361806967,7.279556482,3/7/2017,5,2/1/2025,4295000,2.12,7.279556482,30000,AA+,76,Santa Clara,CA,Santa Clara,37.221614,-121.68954
232,Paseo Del Este Municipal Utility District No 5,N,TX,2.848233294,104.2173425,10/1/2017,3,8/15/2025,330000,2.8,104.2173425,,,59,El Paso,TX,El Paso,31.76648,-106.241423
233,Town of North Hempstead NY,N,NY,2.033286722,0.121135911,9/27/2017,3,9/15/2024,125000,1.5,0.121135911,,,76,Nassau,NY,Nassau,40.729612,-73.589414
234,Village of Larchmont NY,N,NY,1.056307439,-1.697781615,2/1/2017,2,9/1/2023,380000,1.75,-1.697781615,,,72,Westchester,NY,Westchester,41.152686,-73.745753
235,City of Laredo TX Waterworks & Sewer System Revenue,N,TX,0.565226967,34.61090685,11/15/2017,5,3/1/2023,340000,1.83,34.61090685,,AA-,93,Webb,TX,Webb,27.760799,-99.340752
236,Massachusetts Clean Water Trust/The,N,MA,1.449085432,5.193797546,4/13/2017,5,2/1/2024,7950000,1.88,5.193797546,10000,AAA,91,Suffolk,MA,Suffolk,42.338551,-71.018253
237,Texas Water Development Board,N,TX,2.940043593,16.66107945,10/12/2017,5,10/15/2025,11325000,1.86,16.66107945,20000,AAA,81,Travis,TX,Travis,30.239513,-97.69127
238,City of Wichita KS Water & Sewer Utility Revenue,N,KS,3.731418386,21.36246501,6/1/2017,5,10/1/2026,3150000,2.27,21.36246501,30000,,63,Sedgwick,KS,Sedgwick,37.681045,-97.461054
239,City of Tulare CA Water Revenue,Y,CA,4.795857378,22.62050685,12/6/2017,4,12/1/2027,450000,2.23,22.62050685,300000,,33,#N/A Field Not Applicable,CA,Tulare County,36.228834,-118.781055
240,City of Waller TX,Y,TX,1.934135426,27.58715342,10/1/2017,3,8/1/2024,85000,1.8,27.58715342,,AA-,73,Waller,TX,Waller,30.01359,-95.982149
241,City of Waco TX,N,TX,0.492996508,21.17378251,4/1/2017,5,2/1/2023,1410000,2.09,21.17378251,45000,AA+,88,McLennan,TX,McLennan,31.549596,-97.201511
242,Washington Suburban Sanitary Commission,N,MD,0.852311228,4.516328767,11/9/2017,5,6/15/2023,9585000,1.54,4.516328767,10000,AAA,95,Prince George's,MD,Prince George's,38.829278,-76.848188
243,City of Universal City TX,N,TX,0.08048832,17.42589855,6/15/2017,3,9/1/2022,125000,1.35,17.42589855,,,99,Bexar,TX,Bexar,29.448671,-98.520147
244,State of California,N,CA,2.136363556,20.48289916,9/12/2017,4,11/1/2024,24000000,1.67,20.48289916,2000000,AA-,83,Sacramento,CA,Sacramento,38.450136,-121.344329
245,City of Amarillo TX Waterworks & Sewer System Revenue,N,TX,3.328086465,22.3053096,4/1/2017,5,4/1/2026,1475000,2.3,22.3053096,75000,,67,Potter,TX,Potter,35.398675,-101.893804
246,Casitas Municipal Water District,Y,CA,3.720159987,49.33559417,5/31/2017,4,9/1/2026,585000,2.54,49.33559417,70000,,65,Ventura,CA,Ventura,34.358748,-119.133145
247,South Dakota Conservancy District,N,SD,4.476496719,12.63939427,8/23/2017,5,8/1/2027,6840000,2.03,12.63939427,20000,AAA,52,Hughes,SD,Hughes,44.384452,-99.975684
248,Red River Authority Utility Revenue,Y,TX,0.648238853,60.87070932,6/1/2017,4,4/1/2023,335000,1.93,60.87070932,15000,,92,Wichita,TX,Wichita,33.988212,-98.70801
249,Springfield Water & Sewer Commission/MA,N,MA,1.613872361,8.762096375,7/14/2017,5,4/15/2024,1055000,1.57,8.762096375,10000,,86,Hampden,MA,Hampden,42.136198,-72.635648
250,Belmont Fresh Water Supply District No 1,Y,TX,0.566737927,53.91291126,9/1/2017,4,3/1/2023,170000,1.75,53.91291126,,A+,86,Dallas,TX,Dallas,32.766987,-96.778424
251,Brazoria County Municipal Utility District No 28,Y,TX,1.047602935,56.80637981,7/1/2017,3,9/1/2023,900000,2,56.80637981,50000,AA-,90,Brazoria,TX,Brazoria,29.167817,-95.434647
252,Colorado Water Resources & Power Development Authority,N,CO,1.036179594,-5.087342466,11/15/2017,5,9/1/2023,885000,1.5,-5.087342466,25000,AAA,95,Denver,CO,Denver,39.76185,-104.881105
253,East Bay Municipal Utility District Water System Revenue,N,CA,3.500307127,-1.980972569,6/22/2017,5,6/1/2026,3890000,1.7,-1.980972569,75000,AA+,59,San Mateo,CA,San Mateo,37.414672,-122.371546
254,State of Connecticut Clean Water Fund - State Revolving Fund,N,CT,2.587747087,12.43998767,6/15/2017,4,5/1/2025,330000,1.74,12.43998767,,AAA,65,Hartford,CT,Hartford,41.806053,-72.732916
255,Easley Combined Utility System,Y,SC,3.147137744,52.32114643,10/12/2017,3,12/1/2025,280000,2.2,52.32114643,,A+,53,Pickens,SC,Pickens,34.885368,-82.723377
256,Easley Combined Utility System,Y,SC,4.03254456,51.77986176,10/12/2017,3,12/1/2026,290000,2.32,51.77986176,,A+,44,Pickens,SC,Pickens,34.885368,-82.723377
257,Iowa Finance Authority,N,IA,0.00555405,14.36683562,12/14/2017,5,8/1/2022,9575000,1.78,14.36683562,30000,AAA,96,Polk,IA,Polk,41.684816,-93.568971
258,Iowa Finance Authority,N,IA,1.91075107,13.65023014,12/14/2017,5,8/1/2024,12030000,1.98,13.65023014,30000,AAA,85,Polk,IA,Polk,41.684816,-93.568971
259,City of Irving TX,N,TX,0.119046832,32.99957592,3/30/2017,3.25,9/15/2022,1120000,2.4,32.99957592,,AAA,91,Dallas,TX,Dallas,32.766987,-96.778424
260,Mesa Water District,N,CA,3.287438819,2.194846194,6/21/2017,5,3/15/2026,4050000,1.8,2.194846194,100000,AAA,64,Orange,CA,Orange,33.675687,-117.777207
261,Mesa Water District,N,CA,4.108975975,1.054788219,6/21/2017,5,3/15/2027,2055000,1.91,1.054788219,80000,AAA,59,Orange,CA,Orange,33.675687,-117.777207
262,City of Fort Stockton TX,Y,TX,1.571646837,36.68752169,8/1/2017,2.25,3/15/2024,240000,1.97,36.68752169,300000,A+,83,Pecos,TX,Pecos,30.773298,-102.718153
263,Montgomery County Municipal Utility District No 115,Y,TX,0.080471362,23.07444227,5/1/2017,2,9/1/2022,275000,1.7,23.07444227,,A+,100,Montgomery,TX,Montgomery,30.298801,-95.50295
264,Menifee Union School District,N,CA,0.080455554,67.28069814,8/24/2017,4,9/1/2022,70000,1.83,67.28069814,,,91,Riverside,CA,Riverside,33.729828,-116.002239
265,New York State Environmental Facilities Corp,N,NY,1.451537845,-0.588389041,11/9/2017,5,2/15/2024,1790000,1.51,-0.588389041,5000,AAA,89,Albany,NY,Albany,42.58824,-73.97401
266,Village of Naplate IL,N,IL,2.20052287,143.8061458,4/11/2017,4.75,12/1/2024,11000,3.4,143.8061458,,,71,La Salle,IL,LaSalle County,41.343341,-88.885931
