,Issuer Name,Insured Bonds,Mod Dur (Mid),Iss Spd Wst,Issue Date,Cpn,Maturity,Mty Size,Yield at Issue,YTW Sprd to Mty at Iss,MSRB Volume,BBG Composite,LQA Score,County,State
155,East Bay Municipal Utility District Water System Revenue,N,4.317859291686162,-1.1400050915203241,6/22/2017,5.0,6/1/2027,12745000,1.82,-1.1400050915203241,15000.0,AA+,55,San Mateo, CA
156,Village of McFarland WI,N,2.260864307961327,19.280087841755034,7/20/2017,2.0,12/1/2024,550000,1.9000000000000001,19.280087841755034,,,64,Dane, WI
157,City of McKinney TX Waterworks & Sewer System Revenue,N,2.425809662506026,21.54286692994598,8/1/2017,5.0,3/15/2025,2760000,1.81,21.54286692994598,90000.0,AA+,82,Collin, TX
158,Village of Naplate IL,N,1.2859132995262328,140.21330325997303,4/11/2017,4.75,12/1/2023,11000,3.2,140.21330325997303,,,84,La Salle, IL
159,City of Sachse TX,N,0.5217744589688595,11.05590656049953,6/15/2017,4.0,2/15/2023,405000,1.4000000000000001,11.05590656049953,100000.0,AA,90,Dallas, TX
160,Village of Richton Park IL,Y,3.093807076607522,132.3211464274541,9/28/2017,4.0,12/1/2025,260000,3.0,132.3211464274541,225000.0,,69,Cook, IL
161,Texas Water Development Board,N,4.188481774770266,19.338027397260294,10/12/2017,5.0,4/15/2027,22305000,2.06,19.338027397260294,35000.0,AAA,74,Travis, TX
162,Trinity River Authority Central Regional Wastewater System Revenue,N,4.47196164156043,20.263435475077873,5/1/2017,5.0,8/1/2027,13250000,2.4000000000000004,20.263435475077873,15000.0,AAA,70,Tarrant, TX
163,City of Topeka KS Combined Utility Revenue,N,0.005557139415900451,12.070059551269075,9/5/2017,5.0,8/1/2022,400000,1.25,12.070059551269075,25000.0,,96,Shawnee, KS
164,Board of Water Commissioners City & County of Denver/The,N,2.8645347180519534,2.5790966691080497,5/23/2017,5.0,9/15/2025,2885000,1.94,2.5790966691080497,,AAA,83,Denver, CO
165,City of Seguin TX Utility System Revenue,Y,3.31181676983516,15.426635243888143,2/1/2017,3.0,2/1/2026,435000,2.4000000000000004,15.426635243888143,20000.0,A+,59,Henderson, TX
166,City of Bloomington IN Waterworks Revenue,Y,4.1179077156986645,46.603053168631604,7/25/2017,3.0,1/1/2027,105000,2.45,46.603053168631604,,,47,Monroe, IN
167,County of Clark NV,N,2.805156725345682,9.680040614749652,7/11/2017,5.0,8/1/2025,605000,1.75,9.680040614749652,70000.0,AA+,64,Clark, NV
168,Milwaukee Metropolitan Sewerage District,N,2.030586907863826,5.558176544172944,6/12/2017,5.0,10/1/2024,3165000,1.68,5.558176544172944,20000.0,AA+,85,Milwaukee, WI
169,City of Menomonie WI,Y,2.0707003069799716,22.564180193839878,5/24/2017,3.0,10/1/2024,180000,2.0,22.564180193839878,20000.0,,72,Dunn, WI
170,Iowa Finance Authority,N,2.8041150657886083,13.019504109589054,12/14/2017,5.0,8/1/2025,19240000,2.08,13.019504109589054,150000.0,AAA,81,Polk, IA
171,City of Mesa AZ Utility System Revenue,N,0.8953641855681864,11.029148234876862,5/24/2017,5.0,7/1/2023,2400000,1.71,11.029148234876862,160000.0,AA-,95,Maricopa, AZ
172,City of Kansas City MO Water Revenue,N,3.907154100697185,7.668535131974963,2/24/2017,5.0,12/1/2026,2555000,2.33,7.668535131974963,35000.0,AA,73,Jackson, MO
173,New York State Environmental Facilities Corp,N,0.5218610609389545,-0.012698630136998013,11/9/2017,5.0,2/15/2023,1730000,1.3900000000000001,-0.012698630136998013,210000.0,AAA,98,Albany, NY
174,Trinity River Authority Central Regional Wastewater System Revenue,N,2.805464988843291,14.19395476666352,5/1/2017,5.0,8/1/2025,6035000,2.08,14.19395476666352,10000.0,AAA,79,Tarrant, TX
175,Albuquerque Bernalillo County Water Utility Authority,N,3.5688880295405476,26.216157374570457,3/1/2017,5.0,7/1/2026,5685000,2.5300000000000002,26.216157374570457,5000.0,AA,75,Bernalillo, NM
176,State of Arkansas,N,1.8504545731331283,27.5090356126126,6/8/2017,2.35,7/1/2024,2055000,2.35,27.5090356126126,,AA,74,Pulaski, AR
177,Harris County Municipal Utility District No 495,Y,1.945282892071165,70.25177900538277,5/1/2017,5.0,9/1/2024,145000,2.6,70.25177900538277,,,82,#N/A Field Not Applicable,
178,Board of Water Light & Sinking Fund Commissioners of The City of Dalton/The,N,1.4974791118756396,32.147191780821906,11/21/2017,5.0,3/1/2024,2575000,1.92,32.147191780821906,,A-,76,Whitfield, GA
179,New York State Environmental Facilities Corp,N,0.8524600425320815,6.318870504031637,4/13/2017,5.0,6/15/2023,20865000,1.92,6.318870504031637,65000.0,AAA,95,Albany, NY
180,New York State Environmental Facilities Corp,N,1.7867870666276986,-0.038778082191792684,12/14/2017,5.0,6/15/2024,6880000,1.8800000000000001,-0.038778082191792684,50000.0,AAA,87,Albany, NY
181,City of North Las Vegas NV,N,0.32829100866158434,204.72986849315066,12/6/2017,3.25,12/1/2022,615000,3.58,204.72986849315066,,,96,Clark, NV
182,Town of West Newbury MA,N,0.1193325486467537,8.741655633270762,9/28/2017,5.0,9/15/2022,35000,1.25,8.741655633270762,,,96,Essex, MA
183,City of Wauwatosa WI Waterworks System Revenue,N,0.41208320586235925,26.97946849315067,11/3/2017,3.0,1/1/2023,125000,1.6500000000000001,26.97946849315067,100000.0,,92,Milwaukee, WI
184,Trinity River Authority,N,2.362369158802747,17.73116092417839,7/1/2017,5.0,2/1/2025,840000,1.78,17.73116092417839,20000.0,,79,Tarrant, TX
185,Trinity River Authority Central Regional Wastewater System Revenue,N,0.9786506842716862,7.632274598331179,5/1/2017,5.0,8/1/2023,5475000,1.69,7.632274598331179,40000.0,AAA,97,Tarrant, TX
186,State of Rhode Island,N,1.664640559467455,20.228518856148114,5/9/2017,5.0,5/1/2024,3790000,1.8900000000000001,20.228518856148114,10000.0,AA,81,Providence, RI
187,City of Washington Terrace UT Water Sewer Storm Water & Refuse Revenue,N,1.7595471850289623,7.750447582213726,1/26/2017,4.0,6/1/2024,205000,2.0,7.750447582213726,,,86,Weber, UT
188,County of Santa Fe NM,N,0.8966838664023326,7.309902772836452,9/12/2017,5.0,7/1/2023,1910000,1.37,7.309902772836452,,,96,Santa Fe, NM
189,City of Bessemer AL Water Revenue,Y,3.9846101596562353,71.88512328767125,12/28/2017,5.0,1/1/2027,690000,2.72,71.88512328767125,100000.0,,68,Jefferson, AL
190,City of Beaumont TX Waterworks & Sewer System Revenue,Y,0.0804598494472924,38.636047243272564,5/1/2017,5.0,9/1/2022,680000,1.85,38.636047243272564,40000.0,AA-,95,Jefferson, TX
191,City of Burnsville MN,N,1.344879537149556,0.48800273972602337,11/15/2017,4.0,12/20/2023,890000,1.51,0.48800273972602337,75000.0,,88,Dakota, MN
192,Board of Water Commissioners City & County of Denver/The,N,2.0318479925375823,6.324373063653099,5/23/2017,3.0,9/15/2024,2750000,1.82,6.324373063653099,,AAA,83,Denver, CO
193,City of Olathe KS Water & Sewer System Revenue,N,2.750947958450268,22.12301244457646,4/4/2017,4.0,7/1/2025,575000,2.4000000000000004,22.12301244457646,,,66,Johnson, KS
194,Town of Plymouth MA,N,2.5583107769520694,21.022850808918147,5/4/2017,5.0,5/1/2025,2900000,2.06,21.022850808918147,400000.0,AA,80,Plymouth, MA
195,Utah Water Finance Agency,N,4.063558806522178,22.906290941183414,7/20/2017,5.0,3/1/2027,3840000,2.08,22.906290941183414,200000.0,AA,68,Salt Lake, UT
196,City of Savage MN,N,0.49450725946598545,26.60027508778566,7/12/2017,3.0,2/1/2023,720000,1.55,26.60027508778566,30000.0,,89,Scott, MN
197,City of Danville KY,N,0.00555522071797368,18.642572526909397,9/28/2017,5.0,8/1/2022,355000,1.3,18.642572526909397,,,97,Boyle, KY
198,City of Conroe TX,N,1.2416387206541166,23.927179015089738,9/1/2017,5.0,11/15/2023,860000,1.56,23.927179015089738,50000.0,AA+,83,Montgomery, TX
199,Kentucky Rural Water Finance Corp,N,2.381557069104219,81.80291944381023,7/11/2017,4.0,2/1/2025,215000,2.4000000000000004,81.80291944381023,,,69,Warren, KY
200,City of Johnsonville SC Waterworks & Sewer System Revenue,Y,1.7700767608295098,40.374886422339706,1/19/2017,3.0,6/1/2024,190000,2.4000000000000004,40.374886422339706,,,84,#N/A Field Not Applicable,
201,Indiana Finance Authority,N,2.3644410747706623,6.776424657534252,11/1/2017,5.0,2/1/2025,2440000,1.76,6.776424657534252,300000.0,AAA,80,Marion, IN
202,City of New Ulm MN,N,3.197981107921848,9.301444695992323,9/5/2017,2.0,12/1/2025,270000,1.8,9.301444695992323,,,59,Brown, MN
203,Illinois Finance Authority,N,0.8940096596271004,20.3577041509281,9/12/2017,5.0,7/1/2023,16170000,1.47,20.3577041509281,20000.0,AAA,93,Cook, IL
204,City of Wichita KS Water & Sewer Utility Revenue,N,1.1190441555955106,17.985597634883234,6/1/2017,5.0,10/1/2023,2720000,1.78,17.985597634883234,45000.0,,80,Sedgwick, KS
205,Yorba Linda Water District,N,4.5423107932330025,6.169855604966967,5/11/2017,5.0,10/1/2027,1265000,2.25,6.169855604966967,240000.0,AA+,59,Orange, CA
206,Washington Suburban Sanitary Commission,N,3.5372639638834227,3.989547945205474,11/9/2017,5.0,6/15/2026,11095000,1.9100000000000001,3.989547945205474,10000.0,AAA,78,Prince George's, MD
207,City of West Bend WI,N,1.5235475014045186,28.237032185021715,5/11/2017,3.0,3/1/2024,285000,1.95,28.237032185021715,,,82,Washington, WI
208,Bessemer Governmental Utility Services Corp,Y,3.4890139468440675,44.86482191780823,11/9/2017,5.0,6/1/2026,1905000,2.33,44.86482191780823,,A+,72,Jefferson, AL
209,Town of Clinton MA,N,2.708366230771708,18.961258708679573,6/29/2017,4.0,6/15/2025,240000,1.83,18.961258708679573,,,74,Worcester, MA
210,City of Oneonta NY,Y,0.7764145514471974,23.820173937998668,5/18/2017,2.0,5/15/2023,245000,1.8,23.820173937998668,,,86,Otsego, NY
211,Village of Oregon WI,N,0.5681357133693813,16.000038502383607,6/8/2017,3.0,3/1/2023,120000,1.6500000000000001,16.000038502383607,50000.0,,87,Dane, WI
212,Village of Oregon WI,N,1.524303939847086,14.585989157542233,6/8/2017,3.0,3/1/2024,120000,1.8,14.585989157542233,,,85,Dane, WI
213,Town of Reading MA,N,2.709098929461084,-4.487773769751624,6/30/2017,4.0,6/15/2025,715000,1.6,-4.487773769751624,,,80,Middlesex, MA
214,Padre Dam Municipal Water District,N,3.7462884440530764,8.13228869415612,6/15/2017,5.0,10/1/2026,1965000,1.9100000000000001,8.13228869415612,25000.0,AA+,61,San Diego, CA
215,Scottsdale Municipal Property Corp,N,4.393488644873611,13.330360811245834,5/24/2017,5.0,7/1/2027,1915000,2.2800000000000002,13.330360811245834,50000.0,AA+,66,Maricopa, AZ
216,City of Buda TX,N,4.417066194798651,20.808408219178066,12/6/2017,5.0,8/15/2027,1005000,2.13,20.808408219178066,30000.0,,62,Hays, TX
217,Eufaula Water Works & Sewer Board,Y,0.6519010285170987,42.34726248963321,3/30/2017,3.0,4/1/2023,315000,2.14,42.34726248963321,,,97,Barbour, AL
218,City of Hermiston OR,N,1.5242117892879097,4.121495286492527,3/30/2017,3.0,3/1/2024,300000,2.1,4.121495286492527,,,82,Umatilla, OR
219,City of Fort Worth TX Water & Sewer System Revenue,N,1.4551157198823086,10.30984215643076,5/15/2017,5.0,2/15/2024,3610000,1.62,10.30984215643076,75000.0,AA,92,Tarrant, TX
220,Colton Utility Authority,Y,0.5653188902626389,6.040916351422876,12/13/2017,5.0,3/1/2023,125000,1.86,,45000.0,,99,San Bernardino, CA
221,District of Columbia Water & Sewer Authority,N,2.903907555271748,13.535091837803037,2/23/2017,5.0,10/1/2025,5275000,2.32,13.535091837803037,50000.0,AA+,82,District of Columbia, 11
222,Fort Bend County Municipal Utility District No 133,Y,0.08049030467427137,75.75575696803566,7/1/2017,2.0,9/1/2022,500000,2.05,75.75575696803566,,A+,99,Fort Bend, TX
223,Iowa Finance Authority,N,4.480411352166052,16.243797260273986,12/14/2017,5.0,8/1/2027,28100000,2.2800000000000002,16.243797260273986,50000.0,AAA,71,Polk, IA
224,Kentucky Rural Water Finance Corp,N,0.49449559867379683,70.67169704674146,7/11/2017,4.0,2/1/2023,205000,2.0,70.67169704674146,45000.0,,90,Warren, KY
225,Johnson County Water District No 1,N,2.280981996841424,6.172095890410967,11/8/2017,5.0,1/1/2025,685000,1.75,6.172095890410967,25000.0,AAA,83,Johnson, KS
226,Village of Johnstown OH,Y,0.32946288616152014,27.578589041095892,11/7/2017,2.0,12/1/2022,135000,1.6400000000000001,27.578589041095892,,A+,91,Licking, OH
227,City of Mesa AZ Utility System Revenue,N,3.686785147672836,18.211385058916505,5/24/2017,3.0,7/1/2026,2700000,2.25,18.211385058916505,200000.0,AA-,62,Maricopa, AZ
228,Montgomery County Municipal Utility District No 88,Y,2.0076600907749658,52.21476712328765,11/1/2017,2.0,9/1/2024,300000,2.15,52.21476712328765,,A,69,Montgomery, TX
229,City of Kaukauna WI Waterworks System Revenue,Y,0.32928582620410685,36.34418020051131,10/3/2017,2.0,12/1/2022,50000,1.6,36.34418020051131,,,96,Outagamie, WI
230,New York State Environmental Facilities Corp,N,0.8524532566063078,2.1455890410958967,12/14/2017,5.0,6/15/2023,6540000,1.8,2.1455890410958967,30000.0,AAA,95,Albany, NY
231,Santa Clara Valley Water District,N,2.3618069671627158,7.279556482496163,3/7/2017,5.0,2/1/2025,4295000,2.12,7.279556482496163,30000.0,AA+,76,Santa Clara, CA
232,Paseo Del Este Municipal Utility District No 5,N,2.848233294257252,104.2173424657534,10/1/2017,3.0,8/15/2025,330000,2.8000000000000003,104.2173424657534,,,59,El Paso, TX
233,Town of North Hempstead NY,N,2.0332867223799416,0.12113591130900048,9/27/2017,3.0,9/15/2024,125000,1.5,0.12113591130900048,,,76,Nassau, NY
234,Village of Larchmont NY,N,1.0563074385580682,-1.6977816154248204,2/1/2017,2.0,9/1/2023,380000,1.75,-1.6977816154248204,,,72,Westchester, NY
235,City of Laredo TX Waterworks & Sewer System Revenue,N,0.5652269668683041,34.61090684931507,11/15/2017,5.0,3/1/2023,340000,1.83,34.61090684931507,,AA-,93,Webb, TX
236,Massachusetts Clean Water Trust/The,N,1.449085431567531,5.193797545582424,4/13/2017,5.0,2/1/2024,7950000,1.8800000000000001,5.193797545582424,10000.0,AAA,91,Suffolk, MA
237,Texas Water Development Board,N,2.940043592651149,16.661079452054793,10/12/2017,5.0,10/15/2025,11325000,1.86,16.661079452054793,20000.0,AAA,81,Travis, TX
238,City of Wichita KS Water & Sewer Utility Revenue,N,3.7314183864544037,21.36246501224326,6/1/2017,5.0,10/1/2026,3150000,2.27,21.36246501224326,30000.0,,63,Sedgwick, KS
239,City of Tulare CA Water Revenue,Y,4.795857378170248,22.62050684931505,12/6/2017,4.0,12/1/2027,450000,2.23,22.62050684931505,300000.0,,33,#N/A Field Not Applicable,
240,City of Waller TX,Y,1.9341354257548093,27.58715342465754,10/1/2017,3.0,8/1/2024,85000,1.8,27.58715342465754,,AA-,73,Waller, TX
241,City of Waco TX,N,0.49299650827480396,21.173782514544893,4/1/2017,5.0,2/1/2023,1410000,2.09,21.173782514544893,45000.0,AA+,88,McLennan, TX
242,Washington Suburban Sanitary Commission,N,0.8523112279755892,4.51632876712329,11/9/2017,5.0,6/15/2023,9585000,1.54,4.51632876712329,10000.0,AAA,95,Prince George's, MD
243,City of Universal City TX,N,0.08048832011181949,17.425898549790887,6/15/2017,3.0,9/1/2022,125000,1.35,17.425898549790887,,,99,Bexar, TX
244,State of California,N,2.136363556255021,20.482899155597913,9/12/2017,4.0,11/1/2024,24000000,1.67,20.482899155597913,2000000.0,AA-,83,Sacramento, CA
245,City of Amarillo TX Waterworks & Sewer System Revenue,N,3.328086464761579,22.305309601290357,4/1/2017,5.0,4/1/2026,1475000,2.3000000000000003,22.305309601290357,75000.0,,67,Potter, TX
246,Casitas Municipal Water District,Y,3.7201599871405335,49.33559416558011,5/31/2017,4.0,9/1/2026,585000,2.54,49.33559416558011,70000.0,,65,Ventura, CA
247,South Dakota Conservancy District,N,4.476496719337761,12.639394273938276,8/23/2017,5.0,8/1/2027,6840000,2.0300000000000002,12.639394273938276,20000.0,AAA,52,Hughes, SD
248,Red River Authority Utility Revenue,Y,0.6482388527026192,60.870709324727756,6/1/2017,4.0,4/1/2023,335000,1.93,60.870709324727756,15000.0,,92,Wichita, TX
249,Springfield Water & Sewer Commission/MA,N,1.6138723608367165,8.762096375171424,7/14/2017,5.0,4/15/2024,1055000,1.57,8.762096375171424,10000.0,,86,Hampden, MA
250,Belmont Fresh Water Supply District No 1,Y,0.5667379268490798,53.91291126395996,9/1/2017,4.0,3/1/2023,170000,1.75,53.91291126395996,,A+,86,Dallas, TX
251,Brazoria County Municipal Utility District No 28,Y,1.0476029346178026,56.806379805849595,7/1/2017,3.0,9/1/2023,900000,2.0,56.806379805849595,50000.0,AA-,90,Brazoria, TX
252,Colorado Water Resources & Power Development Authority,N,1.0361795940137963,-5.087342465753419,11/15/2017,5.0,9/1/2023,885000,1.5,-5.087342465753419,25000.0,AAA,95,Denver, CO
253,East Bay Municipal Utility District Water System Revenue,N,3.5003071266266796,-1.980972569093442,6/22/2017,5.0,6/1/2026,3890000,1.7000000000000002,-1.980972569093442,75000.0,AA+,59,San Mateo, CA
254,State of Connecticut Clean Water Fund - State Revolving Fund,N,2.587747086862354,12.439987666267104,6/15/2017,4.0,5/1/2025,330000,1.74,12.439987666267104,,AAA,65,Hartford, CT
255,Easley Combined Utility System,Y,3.147137743952526,52.32114642745411,10/12/2017,3.0,12/1/2025,280000,2.2,52.32114642745411,,A+,53,Pickens, SC
256,Easley Combined Utility System,Y,4.0325445604907735,51.77986176173168,10/12/2017,3.0,12/1/2026,290000,2.32,51.77986176173168,,A+,44,Pickens, SC
257,Iowa Finance Authority,N,0.005554049985052472,14.366835616438367,12/14/2017,5.0,8/1/2022,9575000,1.78,14.366835616438367,30000.0,AAA,96,Polk, IA
258,Iowa Finance Authority,N,1.910751070178343,13.650230136986297,12/14/2017,5.0,8/1/2024,12030000,1.98,13.650230136986297,30000.0,AAA,85,Polk, IA
259,City of Irving TX,N,0.11904683174729395,32.99957591655267,3/30/2017,3.25,9/15/2022,1120000,2.4000000000000004,32.99957591655267,,AAA,91,Dallas, TX
260,Mesa Water District,N,3.2874388194769457,2.1948461944986786,6/21/2017,5.0,3/15/2026,4050000,1.8,2.1948461944986786,100000.0,AAA,64,Orange, CA
261,Mesa Water District,N,4.108975974814756,1.0547882193286728,6/21/2017,5.0,3/15/2027,2055000,1.9100000000000001,1.0547882193286728,80000.0,AAA,59,Orange, CA
262,City of Fort Stockton TX,Y,1.571646837025614,36.68752169161844,8/1/2017,2.25,3/15/2024,240000,1.97,36.68752169161844,300000.0,A+,83,Pecos, TX
263,Montgomery County Municipal Utility District No 115,Y,0.08047136215515119,23.074442267852223,5/1/2017,2.0,9/1/2022,275000,1.7000000000000002,23.074442267852223,,A+,100,Montgomery, TX
264,Menifee Union School District,N,0.08045555435090805,67.28069814340736,8/24/2017,4.0,9/1/2022,70000,1.83,67.28069814340736,,,91,Riverside, CA
265,New York State Environmental Facilities Corp,N,1.4515378449760932,-0.5883890410958825,11/9/2017,5.0,2/15/2024,1790000,1.51,-0.5883890410958825,5000.0,AAA,89,Albany, NY
266,Village of Naplate IL,N,2.200522870298753,143.80614579132973,4/11/2017,4.75,12/1/2024,11000,3.4000000000000004,143.80614579132973,,,71,La Salle, IL
267,City of Philadelphia MS Waterworks & Sewage System Revenue,N,2.5245732520349082,26.983679799166495,4/6/2017,3.25,4/1/2025,55000,2.4000000000000004,26.983679799166495,,,57,Neshoba, MS
268,City of Lubbock TX,N,1.457177268999281,23.55262422366069,4/15/2017,5.0,2/15/2024,1455000,2.07,23.55262422366069,60000.0,AA+,81,Lubbock, TX
269,New Jersey Infrastructure Bank,N,1.0339845152386027,-3.8182057354732235,5/25/2017,5.0,9/1/2023,1070000,1.56,-3.8182057354732235,30000.0,AAA,95,Mercer, NJ
270,New Jersey Infrastructure Bank,N,1.0371953479887337,17.088750684931497,11/21/2017,5.0,9/1/2023,90000,1.7000000000000002,17.088750684931497,,AAA,87,Mercer, NJ
271,State of Vermont,N,3.621751261535356,-0.31183423744762795,9/13/2017,5.0,8/15/2026,4915000,1.72,-0.31183423744762795,50000.0,AA+,75,Washington, VT
272,State of Vermont,N,2.822831437882437,6.5298717992460675,9/13/2017,4.0,8/15/2025,990000,1.67,6.5298717992460675,5000.0,AA+,76,Washington, VT
273,State of Texas,N,0.9785124522376798,13.992747625623814,6/20/2017,5.0,8/1/2023,240000,1.57,13.992747625623814,,AAA,94,Travis, TX
274,State of Texas,N,1.9125456390573932,13.955181191494702,6/20/2017,5.0,8/1/2024,450000,1.73,13.955181191494702,600000.0,AAA,85,Travis, TX
275,State of Texas,N,4.4796860476089755,20.938754152629222,6/20/2017,5.0,8/1/2027,640000,2.21,20.938754152629222,,AAA,60,Travis, TX
276,Texas Water Development Board,N,3.0155216109375855,54.02710314179795,10/12/2017,2.69,10/15/2025,570000,2.69,54.02710314179795,,AAA,61,Travis, TX
