,CUSIP,Issuer Name,State Code,U.S. County Of Issuance,Mod Dur (Mid),Iss Spd Wst,Issue Date,Bond Purpose,Cpn,Maturity,Mty Size,Yield at Issue,Spread to AAA BVAL (%),YTW Sprd to Mty at Iss,Tax Prov,MSRB Volume,matches,USPS,NAME,INTPTLAT,INTPTLONG                                                                                                               
85,613105KA2,Montgomery Water Works & Sanitary Sewer Board,AL,"Montgomery, AL",2.854848982,14.24682192,10/28/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,9/1/2025,6845000,1.25,#N/A Authorization,14.24682192,FED & ST TAX-EXEMPT,100000,Montgomery County,AL,Montgomery County,32.202881,-86.204461
86,64985HZV2,New York State Environmental Facilities Corp,NY,"Albany, NY",1.48717633,-14.27475068,6/13/2019,GREEN PURPOSE WATER UTILITY IMPS.,5,2/15/2024,1745000,1.37,#N/A Authorization,-14.27475068,FED & ST TAX-EXEMPT,70000,Albany County,NY,Albany County,42.58824,-73.97401
87,119699KA3,Buffalo Municipal Water Finance Authority,NY,"Erie, NY",1.859762384,-0.419539726,5/9/2019,WATER UTILITY IMPS.,5,7/1/2024,465000,1.62,#N/A Authorization,-0.419539726,FED & ST TAX-EXEMPT,75000,,NY,Erie County,42.752759,-78.778192
88,79730CHM9,San Diego Public Facilities Financing Authority,CA,"San Diego, CA",2.771427333,-18.81764384,1/3/2019,REFUNDING NOTES WATER UTILITY IMPS.,5,8/1/2025,5155000,1.96,#N/A Authorization,-18.81764384,FED & ST TAX-EXEMPT,50000,San Diego County,CA,San Diego County,33.023604,-116.776117
89,717893M73,City of Philadelphia PA Water & Wastewater Revenue,PA,"Philadelphia, PA",1.234292814,4.740013699,8/14/2019,WATER UTILITY IMPS. SEWER IMPS.,5,11/1/2023,9595000,1.07,#N/A Authorization,4.740013699,FED & ST TAX-EXEMPT,25000,Philadelphia County,PA,Philadelphia County,40.009376,-75.133346
90,597749Z78,City of Midland TX,TX,"Midland, TX",0.597123849,14.42268767,2/15/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,5,3/1/2023,775000,1.82,#N/A Authorization,14.42268767,FED TAX-EXEMPT,100000,Midland County,TX,Midland County,31.814269,-102.002454
91,882854W40,Texas Water Development Board,TX,"Travis, TX",1.192320416,4.468328767,10/10/2019,WATER UTILITY IMPS. SEWER IMPS. GREEN PURPOSE,5,10/15/2023,5410000,1.29,#N/A Authorization,4.468328767,FED TAX-EXEMPT,65000,Travis County,TX,Travis County,30.239513,-97.69127
92,850777HK2,Springfield Water & Sewer Commission/MA,MA,"Hampden, MA",2.572254434,5.347446575,11/14/2019,SEWER IMPS. WATER UTILITY IMPS. ELEC. LT. & PWR. IMPTS.,4,4/15/2025,840000,1.29,#N/A Authorization,5.347446575,FED & ST TAX-EXEMPT,40000,Hampden County,MA,Hampden County,42.136198,-72.635648
93,346901B67,Fort Bend County Municipal Utility District No 25,TX,"Fort Bend, TX",1.165156098,37.83094767,9/1/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,3,10/1/2023,125000,1.3,#N/A Authorization,37.83094767,FED TAX-EXEMPT,,Fort Bend County,TX,Fort Bend County,29.526602,-95.771015
94,66272RBS0,North Sumter County Utility Dependent District,FL,"Sumter, FL",3.761071396,42.1879863,12/23/2019,WATER UTILITY IMPS. SEWER IMPS.,5,10/1/2026,780000,1.64,#N/A Authorization,42.1879863,FED & ST TAX-EXEMPT,20000,Sumter County,FL,Sumter County,28.715444,-82.069952
95,650519BW0,City of Newark OH,OH,"Licking, OH",4.110173032,26.56634795,3/27/2019,WATER UTILITY IMPS. PUBLIC IMPS. REFUNDING NOTES,2.375,12/1/2026,400000,2.15,#N/A Authorization,26.56634795,FED & ST TAX-EXEMPT,110000,Licking County,OH,Licking County,40.091505,-82.483435
96,741530HK8,Prichard Water Works & Sewer Board,AL,"Mobile, AL",2.107895314,86.09074521,11/20/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,11/1/2024,1195000,2.02,#N/A Authorization,86.09074521,FED & ST TAX-EXEMPT,160000,Mobile County,AL,Mobile County,30.684572,-88.196568
97,9401572G4,Washington Suburban Sanitary Commission,MD,"Prince George's, MD",2.66909774,1.555915068,12/23/2019,WATER UTILITY IMPS. SEWER IMPS.,5,6/1/2025,3830000,1.14,#N/A Authorization,1.555915068,FED & ST TAX-EXEMPT,55000,Prince George's County,MD,Prince George's County,38.829278,-76.848188
98,662903WN9,North Texas Municipal Water District Water System Revenue,TX,"Dallas, TX",3.822169567,17.64389041,10/1/2019,WATER UTILITY IMPS.,3,9/1/2026,3385000,1.33,#N/A Authorization,17.64389041,FED TAX-EXEMPT,270000,Dallas County,TX,Dallas County,32.766987,-96.778424
99,45506DV85,Indiana Finance Authority,IN,"Marion, IN",4.794937537,5.810356164,1/24/2019,SEWER IMPS. WATER UTILITY IMPS. GREEN PURPOSE,5,2/1/2028,18000000,2.23,#N/A Authorization,5.810356164,FED & ST TAX-EXEMPT,140000,Marion County,IN,Marion County,39.782976,-86.135794
100,46246K5S7,Iowa Finance Authority,IA,"Polk, IA",1.898047318,4.288416438,2/26/2019,WATER UTILITY IMPS. REFUNDING BONDS GREEN PURPOSE,5,8/1/2024,1975000,1.79,#N/A Authorization,4.288416438,FED & ST TAX-EXEMPT,340000,,IA,Polk County,41.684816,-93.568971
101,741530HQ5,Prichard Water Works & Sewer Board,AL,"Mobile, AL",5.981134324,120.1359205,11/20/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,11/1/2029,1435000,2.67,#N/A Authorization,120.1359205,FED & ST TAX-EXEMPT,150000,Mobile County,AL,Mobile County,30.684572,-88.196568
102,825485WZ4,City of Shreveport LA Water & Sewer Revenue,LA,"Caddo, LA",1.321261512,27.19603836,5/30/2019,WATER UTILITY IMPS. SEWER IMPS.,4,12/1/2023,2230000,1.85,#N/A Authorization,27.19603836,FED & ST TAX-EXEMPT,390000,,LA,Caddo Parish,32.580106,-93.88497
103,406313NM4,Hallsdale-Powell Utility District,TN,"Knox, TN",0.680521146,14.91232877,12/5/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,4/1/2023,1585000,1.28,#N/A Authorization,14.91232877,FED & ST TAX-EXEMPT,750000,,TN,Knox County,35.992726,-83.937721
104,585089QV0,Town of Medway MA,MA,"Norfolk, MA",1.98061578,1.708688767,9/12/2019,PUBLIC IMPS. WATER UTILITY IMPS. REFUNDING NOTES,5,9/1/2024,820000,0.98,#N/A Authorization,1.708688767,FED & ST TAX-EXEMPT,40000,Norfolk County,MA,Norfolk County,42.171738,-71.18111
105,9242582X3,State of Vermont,VT,"Washington, VT",2.380842173,-5.312005479,8/15/2019,WATER UTILITY IMPS. PUBLIC FACILITIES PUBLIC IMPS.,5,2/15/2025,4415000,1.17,#N/A Authorization,-5.312005479,FED & ST TAX-EXEMPT,120000,Washington County,VT,Washington County,44.274969,-72.609444
106,296809SS6,Essex County Improvement Authority,NJ,"Essex, NJ",1.23593167,3.830745205,11/7/2019,WATER UTILITY IMPS.,5,11/1/2023,1335000,1.23,#N/A Authorization,3.830745205,FED & ST TAX-EXEMPT,180000,,NJ,Essex County,40.7874,-74.246292
107,45204EV54,Illinois Finance Authority,IL,"Cook, IL",0.92807534,18.58450137,4/16/2019,GREEN PURPOSE SEWER IMPS. WATER UTILITY IMPS.,5,7/1/2023,11595000,1.75,#N/A Authorization,18.58450137,FED TAX-EXEMPT/ST TAXABLE,715000,,IL,Cook County,41.894294,-87.645455
108,844181LY1,City of Southfield MI,MI,"Oakland, MI",2.647614772,25.35394795,5/1/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,3,5/1/2025,3090000,1.94,#N/A Authorization,25.35394795,FED & ST TAX-EXEMPT,15000,Oakland County,MI,Oakland County,42.660452,-83.38421
109,93974D6J2,State of Washington,WA,"Thurston, WA",5.545053918,15.103,2/20/2019,SCHOOL IMPS. UNIV. & COLLEGE IMPS. WATER UTILITY IMPS.,5,2/1/2029,15135000,2.34,#N/A Authorization,15.103,FED TAX-EXEMPT,70000,Thurston County,WA,Thurston County,46.935822,-122.830152
110,346609KD1,Forsyth County Water & Sewerage Authority,GA,"Forsyth, GA",5.706522197,8.23169863,12/5/2019,WATER UTILITY IMPS. SEWER IMPS. REFUNDING BONDS,5,4/1/2029,4985000,1.58,#N/A Authorization,8.23169863,FED & ST TAX-EXEMPT,75000,Forsyth County,GA,Forsyth County,34.225143,-84.127408
111,613105KE4,Montgomery Water Works & Sanitary Sewer Board,AL,"Montgomery, AL",5.986621375,26.6796411,10/28/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,9/1/2029,1780000,1.57,#N/A Authorization,26.6796411,FED & ST TAX-EXEMPT,350000,Montgomery County,AL,Montgomery County,32.202881,-86.204461
112,741530HP7,Prichard Water Works & Sewer Board,AL,"Mobile, AL",5.662736779,118.7553178,11/20/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,2.375,11/1/2028,1385000,2.58,#N/A Authorization,118.7553178,FED & ST TAX-EXEMPT,2610000,Mobile County,AL,Mobile County,30.684572,-88.196568
113,45204EW61,Illinois Finance Authority,IL,"Cook, IL",4.816590614,27.16278356,4/16/2019,GREEN PURPOSE SEWER IMPS. WATER UTILITY IMPS.,5,1/1/2028,13760000,2.08,#N/A Authorization,27.16278356,FED TAX-EXEMPT/ST TAXABLE,120000,,IL,Cook County,41.894294,-87.645455
114,271014G55,East Bay Municipal Utility District Water System Revenue,CA,"San Mateo, CA",1.780643089,-32.08206301,6/27/2019,WATER UTILITY IMPS. GREEN PURPOSE,5,6/1/2024,2965000,1.07,#N/A Authorization,-32.08206301,FED & ST TAX-EXEMPT,30000,San Mateo County,CA,San Mateo County,37.414672,-122.371546
115,93974D6C7,State of Washington,WA,"Thurston, WA",0.514892532,6.163032877,2/20/2019,SCHOOL IMPS. UNIV. & COLLEGE IMPS. WATER UTILITY IMPS.,5,2/1/2023,11295000,1.78,#N/A Authorization,6.163032877,FED TAX-EXEMPT,70000,Thurston County,WA,Thurston County,46.935822,-122.830152
116,45506D5L5,Indiana Finance Authority,IN,"Marion, IN",4.002651748,3.059709589,10/10/2019,GREEN PURPOSE WATER UTILITY IMPS.,5,2/1/2027,12100000,1.33,#N/A Authorization,3.059709589,FED & ST TAX-EXEMPT,20000,Marion County,IN,Marion County,39.782976,-86.135794
117,882854X23,Texas Water Development Board,TX,"Travis, TX",3.808258892,8.564742466,10/10/2019,WATER UTILITY IMPS. SEWER IMPS. GREEN PURPOSE,5,10/15/2026,6905000,1.41,#N/A Authorization,8.564742466,FED TAX-EXEMPT,1905000,Travis County,TX,Travis County,30.239513,-97.69127
118,13034AZY9,California Infrastructure & Economic Development Bank,CA,"Sacramento, CA",4.567567685,-24.50892603,5/9/2019,GREEN PURPOSE WATER UTILITY IMPS.,5,10/1/2027,6445000,1.55,#N/A Authorization,-24.50892603,FED & ST TAX-EXEMPT,70000,Sacramento County,CA,Sacramento County,38.450136,-121.344329
119,92840WAP5,Vistancia West Community Facilities District,AZ,"Maricopa, AZ",4.529511903,84.80269863,9/5/2019,WATER UTILITY IMPS.,4,7/15/2027,290000,1.96,#N/A Authorization,84.80269863,FED BQ/ST TAX-EXEMPT,75000,Maricopa County,AZ,Maricopa County,33.345176,-112.49893
120,54659RED9,Louisville Water Co,KY,"Jefferson, KY",5.458417206,13.48474247,10/30/2019,CURRENT REFUNDING WATER UTILITY IMPS.,5,11/15/2028,7355000,1.51,#N/A Authorization,13.48474247,FED & ST TAX-EXEMPT,35000,Jefferson County,KY,Jefferson County,38.189532,-85.657624
121,4898187R9,City of Kenosha WI,WI,"Kenosha, WI",0.519013087,21.24688219,2/21/2019,PUBLIC IMPS. PUBLIC FACILITIES WATER UTILITY IMPS.,3,2/1/2023,2615000,1.93,#N/A Authorization,21.24688219,FED TAX-EXEMPT/ST TAXABLE,275000,Kenosha County,WI,Kenosha County,42.585882,-87.876398
122,559315CA2,Magna Water District,UT,"Salt Lake, UT",5.863928144,38.35210959,9/12/2019,WATER UTILITY IMPS. SEWER IMPS.,5,6/1/2029,410000,1.6,#N/A Authorization,38.35210959,FED BQ/ST TAX-EXEMPT,50000,Salt Lake County,UT,Salt Lake County,40.667883,-111.92424
123,952531CZ2,City of West Des Moines IA,IA,"Polk, IA",0.845574158,5.18350137,6/20/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,5,6/1/2023,940000,1.46,#N/A Authorization,5.18350137,FED & ST TAX-EXEMPT,55000,,IA,Polk County,41.684816,-93.568971
124,849269GY5,County of Spotsylvania VA Water & Sewer System Revenue,VA,"Spotsylvania, VA",0.362602162,1.17969863,11/26/2019,ADVANCE REFUNDING WATER UTILITY IMPS. SEWER IMPS.,5,12/1/2022,1235000,1.18,#N/A Authorization,1.17969863,FED & ST TAX-EXEMPT,400000,Spotsylvania County,VA,Spotsylvania County,38.182431,-77.657226
125,5977492A7,City of Midland TX,TX,"Midland, TX",3.271992243,21.77358904,2/15/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,5,3/1/2026,900000,2.08,#N/A Authorization,21.77358904,FED TAX-EXEMPT,140000,Midland County,TX,Midland County,31.814269,-102.002454
126,66272RBV3,North Sumter County Utility Dependent District,FL,"Sumter, FL",6.036586791,47.5972,12/23/2019,WATER UTILITY IMPS. SEWER IMPS.,5,10/1/2029,1235000,1.91,#N/A Authorization,47.5972,FED & ST TAX-EXEMPT,20000,Sumter County,FL,Sumter County,28.715444,-82.069952
127,406313NP7,Hallsdale-Powell Utility District,TN,"Knox, TN",2.502008129,16.94527397,12/5/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,4/1/2025,1750000,1.38,#N/A Authorization,16.94527397,FED & ST TAX-EXEMPT,100000,,TN,Knox County,35.992726,-83.937721
128,44256PUM3,County of Howard MD,MD,"Howard, MD",3.647789418,-0.691369863,5/29/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,8/15/2026,2155000,1.59,#N/A Authorization,-0.691369863,FED & ST TAX-EXEMPT,25000,Howard County,MD,Howard County,39.252264,-76.924406
129,576051YB6,Massachusetts Water Resources Authority,MA,"Suffolk, MA",1.897728593,,5/22/2019,WATER UTILITY IMPS. SEWER IMPS.,5,8/1/2024,750000,1.58,#N/A Authorization,,FED & ST TAX-EXEMPT,35000,Suffolk County,MA,Suffolk County,42.338551,-71.018253
130,880162FL1,City of Temple TX Utility System Revenue,TX,"Bell, TX",1.900048896,6.459366849,9/10/2019,WATER UTILITY IMPS. SEWER IMPS.,5,8/1/2024,825000,1,#N/A Authorization,6.459366849,FED TAX-EXEMPT,480000,,TX,Bell County,31.04275,-97.481268
131,575829EV4,Massachusetts Clean Water Trust/The,MA,"Suffolk, MA",0.030552641,-1.119550685,10/24/2019,SEWER IMPS. WATER UTILITY IMPS. GREEN PURPOSE,5,8/1/2022,6960000,1.13,#N/A Authorization,-1.119550685,FED & ST TAX-EXEMPT,10000,Suffolk County,MA,Suffolk County,42.338551,-71.018253
132,480780KC8,Jordan Valley Water Conservancy District,UT,"Salt Lake, UT",1.152920676,2.480041096,2/14/2019,WATER UTILITY IMPS.,5,10/1/2023,505000,1.88,#N/A Authorization,2.480041096,FED & ST TAX-EXEMPT,,Salt Lake County,UT,Salt Lake County,40.667883,-111.92424
133,952531DU2,City of West Des Moines IA,IA,"Polk, IA",1.777252061,5.624224658,6/20/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,5,6/1/2024,1110000,1.48,#N/A Authorization,5.624224658,FED & ST TAX-EXEMPT,120000,,IA,Polk County,41.684816,-93.568971
134,19679LAJ2,Colorado Water Resources & Power Development Authority State Revolving Fund,CO,"Denver, CO",4.495691928,-1.101975342,5/22/2019,WATER UTILITY IMPS. SEWER IMPS.,5,9/1/2027,845000,1.68,#N/A Authorization,-1.101975342,FED & ST TAX-EXEMPT,30000,Denver County,CO,Denver County,39.76185,-104.881105
135,677660UV2,Ohio Water Development Authority,OH,"Franklin, OH",4.339447026,5.695945205,3/14/2019,WATER UTILITY IMPS. SEWER IMPS. GREEN PURPOSE,5,6/1/2027,20000000,2.01,#N/A Authorization,5.695945205,FED & ST TAX-EXEMPT,85000,Franklin County,OH,Franklin County,39.969875,-83.009086
136,45204EW79,Illinois Finance Authority,IL,"Cook, IL",5.20151605,26.51641918,4/16/2019,GREEN PURPOSE SEWER IMPS. WATER UTILITY IMPS.,5,7/1/2028,13760000,2.11,#N/A Authorization,26.51641918,FED TAX-EXEMPT/ST TAXABLE,55000,,IL,Cook County,41.894294,-87.645455
137,45506DY74,Indiana Finance Authority,IN,"Marion, IN",3.193363051,-1.045356164,6/4/2019,WATER UTILITY IMPS. SEWER IMPS. GREEN PURPOSE,5,2/1/2026,5900000,1.57,#N/A Authorization,-1.045356164,FED & ST TAX-EXEMPT,50000,Marion County,IN,Marion County,39.782976,-86.135794
138,844181MA2,City of Southfield MI,MI,"Oakland, MI",4.412245938,25.24924932,5/1/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,3,5/1/2027,3275000,2.06,#N/A Authorization,25.24924932,FED & ST TAX-EXEMPT,100000,Oakland County,MI,Oakland County,42.660452,-83.38421
139,296809SV9,Essex County Improvement Authority,NJ,"Essex, NJ",3.851660013,9.601923288,11/7/2019,WATER UTILITY IMPS.,5,11/1/2026,1545000,1.41,#N/A Authorization,9.601923288,FED & ST TAX-EXEMPT,520000,,NJ,Essex County,40.7874,-74.246292
140,160429XH4,City of Charleston SC Waterworks & Sewer System Revenue,SC,"Charleston, SC",6.323658233,6.774679452,7/25/2019,WATER UTILITY IMPS. SEWER IMPS.,5,1/1/2030,3215000,1.7,#N/A Authorization,6.774679452,FED & ST TAX-EXEMPT,25000,Charleston County,SC,Charleston County,32.800458,-79.94248
141,78764YEB9,St Charles County Public Water Supply District No 2,MO,"St. Charles, MO",2.227720913,18.6070411,7/11/2019,WATER UTILITY IMPS. SEWER IMPS.,5,12/1/2024,510000,1.52,#N/A Authorization,18.6070411,FED & ST TAX-EXEMPT,25000,St. Charles Parish,MO,St. Charles County,38.781102,-90.674915
142,45506DV93,Indiana Finance Authority,IN,"Marion, IN",5.540460952,6.045794521,1/24/2019,SEWER IMPS. WATER UTILITY IMPS. GREEN PURPOSE,5,2/1/2029,5000000,2.32,#N/A Authorization,6.045794521,FED & ST TAX-EXEMPT,20000,Marion County,IN,Marion County,39.782976,-86.135794
143,736754PX4,City of Portland OR Water System Revenue,OR,"Multnomah, OR",3.439798386,4.412608219,10/22/2019,WATER UTILITY IMPS.,5,5/1/2026,3160000,1.31,#N/A Authorization,4.412608219,FED & ST TAX-EXEMPT,20000,Multnomah County,OR,Multnomah County,45.547711,-122.417363
144,67920QUJ5,Oklahoma Water Resources Board,OK,"Oklahoma, OK",0.196646239,8.157920548,7/30/2019,SEWER IMPS. WATER UTILITY IMPS. PUBLIC IMPS.,4,10/1/2022,890000,1.24,#N/A Authorization,8.157920548,FED & ST TAX-EXEMPT,100000,Oklahoma County,OK,Oklahoma County,35.554611,-97.409401
145,258810AF7,Douglas Water Authority,AL,"Marshall, AL",1.885122829,48.55118904,8/15/2019,CURRENT REFUNDING WATER UTILITY IMPS.,3,7/1/2024,500000,1.66,#N/A Authorization,48.55118904,FED BQ/ST TAX-EXEMPT,40000,Marshall County,AL,Marshall County,34.309564,-86.321668
146,46246K5Q1,Iowa Finance Authority,IA,"Polk, IA",0.030564863,3.565558904,2/26/2019,WATER UTILITY IMPS. REFUNDING BONDS GREEN PURPOSE,5,8/1/2022,3630000,1.69,#N/A Authorization,3.565558904,FED & ST TAX-EXEMPT,175000,,IA,Polk County,41.684816,-93.568971
147,150591JP1,City of Cedar Rapids IA Water Revenue,IA,"Linn, IA",2.66554784,7.861854795,6/17/2019,WATER UTILITY IMPS. CURRENT REFUNDING,5,6/1/2025,500000,1.64,#N/A Authorization,7.861854795,FED TAX-EXEMPT/ST TAXABLE,40000,,IA,Linn County,42.077951,-91.597674
148,13034AZV5,California Infrastructure & Economic Development Bank,CA,"Sacramento, CA",2.063514264,-21.65001918,5/9/2019,GREEN PURPOSE WATER UTILITY IMPS.,5,10/1/2024,6395000,1.44,#N/A Authorization,-21.65001918,FED & ST TAX-EXEMPT,10000,Sacramento County,CA,Sacramento County,38.450136,-121.344329
149,406313NS1,Hallsdale-Powell Utility District,TN,"Knox, TN",4.949895091,23.88913425,12/5/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,4/1/2028,2030000,1.66,#N/A Authorization,23.88913425,FED & ST TAX-EXEMPT,90000,,TN,Knox County,35.992726,-83.937721
150,509516SJ0,City of Lake Crystal MN,MN,"Blue Earth, MN",1.368720891,29.70189041,6/26/2019,PUBLIC IMPS. SEWER IMPS. WATER UTILITY IMPS.,3,12/15/2023,255000,1.7,#N/A Authorization,29.70189041,FED BQ/ST TAX-EXEMPT,50000,Blue Earth County,MN,Blue Earth County,44.03371,-94.064012
151,682760JD6,Onondaga County Water Authority,NY,"Onondaga, NY",6.027622169,-3.303726027,11/21/2019,WATER UTILITY IMPS.,5,9/15/2029,1395000,1.54,#N/A Authorization,-3.303726027,FED & ST TAX-EXEMPT,35000,Onondaga County,NY,Onondaga County,43.006516,-76.196134
152,487685AH2,City of Keller TX,TX,"Tarrant, TX",4.204175195,25.49813699,6/15/2019,WATER UTILITY IMPS. SEWER IMPS.,3,2/15/2027,320000,1.75,#N/A Authorization,25.49813699,FED BQ,40000,Tarrant County,TX,Tarrant County,32.772119,-97.291224
153,967338G99,City of Wichita KS Water & Sewer Utility Revenue,KS,"Sedgwick, KS",4.568852918,13.29807397,3/1/2019,WATER UTILITY IMPS. SEWER IMPS.,5,10/1/2027,1995000,2.18,#N/A Authorization,13.29807397,FED & ST TAX-EXEMPT,50000,Sedgwick County,KS,Sedgwick County,37.681045,-97.461054
154,300463JK3,Evesham Municipal Utilities Authority/The,NJ,"Burlington, NJ",0.926516114,7.191172603,10/30/2019,WATER UTILITY IMPS.,5,7/1/2023,325000,1.23,#N/A Authorization,7.191172603,FED & ST TAX-EXEMPT,75000,Burlington County,NJ,Burlington County,39.875786,-74.663006
155,44256PUL5,County of Howard MD,MD,"Howard, MD",2.806750619,0.283438356,5/29/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,8/15/2025,2050000,1.57,#N/A Authorization,0.283438356,FED & ST TAX-EXEMPT,35000,Howard County,MD,Howard County,39.252264,-76.924406
156,682760HX4,Onondaga County Water Authority,NY,"Onondaga, NY",1.108375797,-6.880769863,11/21/2019,WATER UTILITY IMPS.,5,9/15/2023,1040000,1.11,#N/A Authorization,-6.880769863,FED & ST TAX-EXEMPT,50000,Onondaga County,NY,Onondaga County,43.006516,-76.196134
157,208399V85,City of Conroe TX,TX,"Montgomery, TX",5.460245956,29.88943836,12/1/2019,WATER UTILITY IMPS. SEWER IMPS.,5,11/15/2028,895000,1.8,#N/A Authorization,29.88943836,FED TAX-EXEMPT,60000,Montgomery County,TX,Montgomery County,30.298801,-95.50295
158,677660UT7,Ohio Water Development Authority,OH,"Franklin, OH",3.523481297,5.036726027,3/14/2019,WATER UTILITY IMPS. SEWER IMPS. GREEN PURPOSE,5,6/1/2026,20000000,1.91,#N/A Authorization,5.036726027,FED & ST TAX-EXEMPT,40000,Franklin County,OH,Franklin County,39.969875,-83.009086
159,565335LP9,Township of Maple Shade NJ,NJ,"Burlington, NJ",0.553414317,-9.19759726,5/23/2019,REFUNDING NOTES WATER UTILITY IMPS. SEWER IMPS.,5,2/15/2023,1645000,1.48,#N/A Authorization,-9.19759726,FED & ST TAX-EXEMPT,85000,Burlington County,NJ,Burlington County,39.875786,-74.663006
160,576051UC8,Massachusetts Water Resources Authority,MA,"Suffolk, MA",5.909886827,2.14950137,5/22/2019,WATER UTILITY IMPS. SEWER IMPS.,5,8/1/2029,10000000,1.83,#N/A Authorization,2.14950137,FED & ST TAX-EXEMPT,20000,Suffolk County,MA,Suffolk County,42.338551,-71.018253
161,882854U26,Texas Water Development Board,TX,"Travis, TX",5.903988846,10.56241096,4/24/2019,WATER UTILITY IMPS. SEWER IMPS.,5,8/1/2029,13635000,2.21,#N/A Authorization,10.56241096,FED TAX-EXEMPT,10000,Travis County,TX,Travis County,30.239513,-97.69127
162,340279KM9,Township of Florence NJ,NJ,"Burlington, NJ",1.240832455,7.600150685,12/5/2019,REFUNDING NOTES WATER UTILITY IMPS. SEWER IMPS.,4,11/1/2023,455000,1.26,#N/A Authorization,7.600150685,FED BQ/ST TAX-EXEMPT,50000,Burlington County,NJ,Burlington County,39.875786,-74.663006
